"location","user_id","status_id","created_at","screen_name","text","source","retweet_count","country","country_code","bbox_coords","hashtags","coords_coords","geo_coords"
"New Jersey",,,"6/20/2020 23:57","researchmrx","No meat-o in my burrito. <U+0001F331> Where are you favorite #vegan and #vegetarian restaurants? @thehealthyjunk https://t.co/OHobfDyFbL","drobapi",3,"","","NA NA NA NA NA NA NA NA","vegan vegetarian","NA NA","NA NA"
,,,,,,,,,,,,,
"Mother Earth",,,"6/26/2020 17:56","Djane_Aileen","Special vegan BBQ thread /4

https://t.co/25YhUgrdbP

https://t.co/yZe3eRSmo7

https://t.co/ENpNUdmupY

https://t.co/BFXLieGBdG

#vegan #food #recipes #yummy https://t.co/Wigfci3l7u","Twitter Web App",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Michigan",,,"6/22/2020 12:09","SamDrozdowski","Vegan fact: Being vegan cuts your carbon footprint in half! <U+0001F33F> Animal agriculture is of one of the main reasons for climate change. When you cut consuming them out your diet you immediately lessen your footprint<U+0001F918> #vegan #climatechange","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/25/2020 22:38","researchmrx","Meat's pretty tasty. #vegan","drobapi",1,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"New Jersey",,,"6/24/2020 17:26","researchmrx","Our Popcorn ChickÃ¢â‚¬â„¢n. 
No, itÃ¢â‚¬â„¢s not <U+0001F414>. 
Yes, weÃ¢â‚¬â„¢re <U+0001F4AF>% sure. 

 700 E Naples Drive<U+0001F4CD> 11am-7pm <U+23F0> 7027558127<U+0001F4F2> Dine in <U+0001F37D> Carryout <U+0001F3C3><U+200D><U+2642><U+FE0F>Curbside Pickup <U+0001F697>
.
.
.

#vegan #lasvegas #lasvegasraiders #lasvegasveganÃ¢â‚¬Â¦ https://t.co/DIINhbPAG5","drobapi",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Mother Earth",,,"6/28/2020 14:32","Djane_Aileen","How can people still eat #bacon?
I don't get it.

#vegan #GoVegan4Regan #GoVegan #AnimalRights #JusticeForRegan #justice https://t.co/09QvSMAZRR","Twitter Web App",8,"","","NA NA NA NA NA NA NA NA","bacon vegan GoVegan4Regan GoVegan AnimalRights JusticeForRegan justice","NA NA","NA NA"
"Canada",,,"6/23/2020 19:19","WillowWind64","Remember, the breeders, who would say it is not for profit but their love of Cows is why they are in dairy? Yeah, I do.

#Ditchdairy #dairyfree #vegan #EndSpeciesism 

How many pregnant Mothers will go to slaughter? 
Tips, unsupervised on the farm. 

 https://t.co/bAcoyW0eAn https://t.co/o2Zlm83MaO","Twitter Web App",31,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Cheltenham, England",,,"6/23/2020 16:30","GManHyde","' While some pigs were ruthlessly mutilated with barbaric hot knives and pliers, others were left to die slow, agonising deaths from their injuries Ã¢â‚¬â€œ all for the sake of food.' Rotting corpses &amp; animal abuse at farms supplying pig meat https://t.co/UF1MYvPLqr #Vegan","Twitter for iPad",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Ontario Canada",,,"6/28/2020 19:27","leannesgarden","I made this in honor of #reganrussell, a #vegan #animalrights activist who was killed (aka run over) by a slaughterhouse truck last week. She was there bearing witness for pigs who were about to be slaughtered. ThisÃ¢â‚¬Â¦ https://t.co/C7j3oTER99","Twitter for Android",0,"","","NA NA NA NA NA NA NA NA","reganrussell vegan animalrights","NA NA","NA NA"
"Bangkok, Thailand",,,"6/23/2020 1:15","Terrybkk9030","Buddha Bowl Super Salad with a Choice of Three Dressings #vegan #seasonal #recipe https://t.co/itUIxyqOqi https://t.co/7HuZMIUUVo","Twitter for Android",4,"","","NA NA NA NA NA NA NA NA","vegan seasonal recipe","NA NA","NA NA"
"New Jersey",,,"6/21/2020 8:03","researchmrx","Bring the great outdoors into your bathroom with biomed biocomplex toothpaste today: https://t.co/S9sILBSgGK #natural #vegan #glutenfree #nature #oralcare #toothpaste https://t.co/hMuVI555eP","drobapi",2,"","","NA NA NA NA NA NA NA NA","natural vegan","NA NA","NA NA"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"New Jersey",,,"6/27/2020 14:21","researchmrx","Out making deliveries with my number one and a detox smoothie on deck! 
.
.
.
.
.
#insatiablevegan #plantbased #gratitude #plantstrong #whatveganseat #vegan #bossbabe #bookme #ny #nj #pa #entrepreneur #privatechefÃ¢â‚¬Â¦ https://t.co/VfxO3hm47X","drobapi",2,"","","NA NA NA NA NA NA NA NA","insatiablevegan plantbased","NA NA","NA NA"
"New Jersey",,,"6/27/2020 19:44","researchmrx","I want all the plants <U+0001F331><U+0001F601>
.
Another successful trip to unionstationmarket with jayd2411
.
Another week of #EasyVegan meals coming up!
.
Follow along for #healthyfood ideas<U+0001F64F>
.
#vegan #veganfood #plants #plantbasedÃ¢â‚¬Â¦ https://t.co/FceVlioYtn","drobapi",2,"","","NA NA NA NA NA NA NA NA","EasyVegan","NA NA","NA NA"
"Denver, CO",,,"6/26/2020 15:36","tomwlsn31","Benefits of #Honey ...
#yoga #food #HealthyFood #HealthyLife #vegan #veganfood #veganrecipes #energy #medicine #antibacterial #health #Goodfood #foodie #veganlife #Antioxidants #Ayurveda #yogalife #yogpracharakk #HealthyLiving #sweet #HoneyWorks https://t.co/SEEfslQm8D","Tom Wilson",9,"","","NA NA NA NA NA NA NA NA","Honey yoga food HealthyFood HealthyLife vegan veganfood veganrecipes energy medicine","NA NA","NA NA"
,,,,,,,,,,,,,
"Colombia-EspaÃƒÂ±a",,,"6/27/2020 12:21","pilartropico","STOP eating other sentient beings. STOP being entertained by the misery of animals. STOP wearing the skins of animals. STOP your violence! Go Vegan. We humans CAN be vegan, therefore it's the ethically right thing to do. Evolve. #Vegan #AnimalRights https://t.co/3oJMeHD8vG","Twitter for iPhone",90,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/24/2020 6:34","Im_Lalitha_","Almond Butter Oatmeal Breakfast Cookies! These Delicious Almond Butter Breakfast Cookies are oil-free, easy, and come together quickly for a snack, or breakfast! GLUTEN-FREE, OIL-FREE, and VEGAN! #vegan #veganricha
https://t.co/utdeEl4GYm","Twitter for Android",9,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/22/2020 12:46","researchmrx","#Linda #McCartney  south fried Ã¢â‚¬ËœchickenÃ¢â‚¬â„¢ is absolutely gorgeous! Well worth a try and I feel it a good price at Ã‚Â£5 #vegan #plantbased #southern #fried https://t.co/jrJx20QXp6","drobapi",2,"","","NA NA NA NA NA NA NA NA","Linda McCartney","NA NA","NA NA"
,,,,,,,,,,,,,
"Maryland, USA",,,"6/25/2020 19:09","plantsAndSun","Vegan Loaded Mashed Cauliflower Recipe topped with Brussels sprouts, cherries and pistachios  https://t.co/1RW0GJ43vc #vegan #recipes #vegetarian https://t.co/xTWkHHjZGR","Twitter Web App",38,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/25/2020 8:30","HomeWorkout8","20 Best Workout Hairstyles For All Hair Types
https://t.co/CjeoX0imrS

#workout #life #live #science #health #fitness #usa #vegan #free #tech #family #leadership #success #Covid19 #beautyÃ‚Â #lockdown #home #ThursdayThoughts #ThursdayMotivation #ThursdayVibes #gym #sexy #usa #cute https://t.co/BAOlAN1GJn","Home Workout8",3,"","","NA NA NA NA NA NA NA NA","workout life live science health fitness","NA NA","NA NA"
"",,,"6/25/2020 14:27","foodalhi","When your waiter says ""We also have a #Vegan menu"" 
Who can relate to this? 
If you're not a vegan Go get this Veganlicious #ebook it will change your mind <U+0001F4AD><U+0001F49E>
https://t.co/49R9SCpi2G https://t.co/tpH7tTQeE9","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"Worldwide",,,"6/28/2020 16:13","DecadentDiner","#brunch day
#Sourdough pancakes stacked with Quorn chunks seasoned with ginger,lemon, tomatoes,thyme &amp; garlic. Garnished with sweet oven baked red onion rings
#Cooking #vegan # vegetarian #recipe #foodie #foodlovestories https://t.co/9usYGYe810","Twitter Web App",0,"","","NA NA NA NA NA NA NA NA","brunch Sourdough","NA NA","NA NA"
"Potsdam, NY",,,"6/22/2020 4:10","HempTradeNews","How do you start you day? Nourish your body with our hemp seeds, to gift yourself the good fats and protein.
#indivita #indivitahemp #hemp #hempseeds #hempfood #vegan https://t.co/hlE1OkaTI1","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","indivita","NA NA","NA NA"
"Teddington, UK",,,"6/28/2020 9:20","The_Local_Card","#goodmorning #happysunday 
open until 3.30pm for local #delivery &amp; #collections Please send ur order on what'sup to 07834376203 or 07982 835163 #brunch #breakfast #avocadotoast #eggbenedicts #vegan #icedcoffee #smoothie #mezze #LoveLocal #twickenhamgreen #fulwell #strawberryhill https://t.co/GtqpfLKVmQ","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","goodmorning happysunday delivery collections","NA NA","NA NA"
"Manchester",,,"6/22/2020 20:27","wolfgangwebster","Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/QZFk3jTRQD #findyourthing #redbubble #pear #apple #vegan #INK #INKED  #redbubble #tshirt #pear #apple #Vegan #drawing #photography #photo #girl #baby #bag #mug #wallpaper #pen #Babygirls #INKS","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","RBandME findyourthing","NA NA","NA NA"
,,,,,,,,,,,,,
"",,,"6/20/2020 11:56","rubyripple","Christina Galioto Making Italian-Flavored #Vegan Tempeh Sausage Pastry Tarts on #JaneUnchained @JVM
Welcome to todayÃ¢â‚¬â„¢s show, we have the gorgeous #veganmodel Christina Galioto who will share a fancy and #delicious #veganrecipe with us! Full show on https://t.co/w28GNyl6j2 https://t.co/ojuMshxFzI","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","Vegan JaneUnchained","NA NA","NA NA"
"",,,"6/26/2020 0:01","djschneller03","#ripReganRussell<U+0001F331> If you can find compassion in your soul, stop eating depressed, tortured, stressed, frightened, abused animals. Look at them! <U+0001F630> LOOK AT THEM! You are eating this just because you can but they suffer hell their entire short life. #consider #going #vegan<U+0001F331> https://t.co/FEUF3JIv2f","Twitter for iPad",6,"","","NA NA NA NA NA NA NA NA","ripReganRussell","NA NA","NA NA"
,,,,,,,,,,,,,
"",,,"6/23/2020 16:38","Christa29930995","Check out this beauty of a bowl by @BitesbyBekah made with our little Gingerbread bites <U+0001F60D>!  Thanks a million, Bekah! 
#breakfast #breakfastbowls #vegan #porridgebowls https://t.co/b4C0TKX0Mg","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Montreal, Canada",,,"6/23/2020 4:12","nojoy","What is #EnvironmentalRacism and how do our food choices play a role in contributing to the environmental toxins that disproportionately burden Black, Indigenous &amp; Brown communities? Read &amp; learn what you can do to fight this injustice. https://t.co/BtqrtoQiws #Vegan #FoodJustice https://t.co/LVDfyuvlh8","Twitter Web App",23,"","","NA NA NA NA NA NA NA NA","EnvironmentalRacism","NA NA","NA NA"
"",,,"6/24/2020 18:04","Wolf_Girl_Yulia","Seriously. You don't want to miss this lady; she's fantastic. #vegan  @jillciminillo https://t.co/kVkoChLQoe","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"San Francisco, CA",,,"6/26/2020 2:31","LohasTopStories","President of China: Compassion for Canines  -  Please end the Yulin dog festival - Sign the Petition! https://t.co/7o4P2xrLoR via @UKChange #YulinDogMeatFestival #YulinFestival #YULIN #Yulin2020 #Yulindogmeat #Vegan","Qureet Leads",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"South Wales, United Kingdom",,,"6/25/2020 0:56","gjgilljones","The #sun has got his hat on... hip pip hip pip hooray! <U+2600><U+FE0F> 

WeÃ¢â‚¬â„¢re open until 4.30pm today for all of your vegan needs. If you are in town pop in and cool down with a luxurious tub of @BoojaBooja or a refreshing ice pop from @PopCycleUK. 

Delivery Available. 

#IAmOpen #Vegan https://t.co/HGNVozXEfg","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","sun","NA NA","NA NA"
"Native of Gotham ",,,"6/28/2020 21:16","minotauresse","@MercyForAnimals This video is a very good motivation to go #vegan","Twitter for iPad",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Orange Zone ",,,"6/21/2020 6:05","tharealkosmos","Khao khook ka pi 
Easy to make 
#Vegan #Food https://t.co/opSdtVIzgA","Twitter for Android",3,"","","NA NA NA NA NA NA NA NA","Vegan Food","NA NA","NA NA"
"",,,"6/25/2020 9:20","feedingmyfamily","Here I brought another delicious &amp; creamy recipe for you all, try it today.

https://t.co/fig6kXgFsO

#lunch #breakfast #dinner #foodie #creamy #veggies #vegetarian #vegan #easyrecipes #baking #recipesinurdu @YouTubeTrends #mjskitchen #ThursdayThoughts","feedingmyfamily",2,"","","NA NA NA NA NA NA NA NA","lunch breakfast","NA NA","NA NA"
"Vigo, Galicia",,,"6/27/2020 14:23","editorialwinter","Hi! Work was almost done and I saw 4 ripped bananas and WTH I thought that I could try to bake some vegan banana chocolate cookies. They turned out good! First try!
#bakery #cookies #banana #vegancookies #veganÃ¢â‚¬Â¦ https://t.co/c59kSZoemk https://t.co/LU7XR7f6ik","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"USA",,,"6/27/2020 20:11","Robertk47King","Fox sounds while playing <U+0001F600><U+0001F98A>
#Vegan #VeganForTheAnimals https://t.co/V9f13Y0lfc","Twitter Web App",68,"","","NA NA NA NA NA NA NA NA","Vegan VeganForTheAnimals","NA NA","NA NA"
,,,,,,,,,,,,,
"",,,"6/24/2020 6:47","LizelleBright","Awesome #vegan recipes in #naturalmedicine on #hive https://t.co/omjdybMx6X #earncryptocurrency for your content! #POSH #hiveblogshare #hivetrending","Twitter for Android",6,"","","NA NA NA NA NA NA NA NA","vegan naturalmedicine hive earncryptocurrency POSH","NA NA","NA NA"
"kind of somewhere NW of.",,,"6/24/2020 16:00","AtchaJohn","Dear Friends Visit our Interfaith Calendar to Join Us for Exciting Discussions Online and Sharing Ideas on World Peace
https://t.co/4AWH6vYVVD

Please Help Retweet
<U+2665> <U+262E> <U+270C> <U+0001F30E>
#Peace #love #music #Vegan #rt #nct #BTS #got7 #jimin #exo #covid19 #BlackLivesMatter","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/20/2020 19:37","BasketballAcdm","Be like 4 Time @NBA Champion @thejohnsalley, Be #Vegan <U+0001F331><U+270C><U+FE0F><U+2764><U+FE0F> https://t.co/XNArWUemPb","TestRochezii1213",3,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"Colorado, USA",,,"6/25/2020 17:20","RkyMtnNaturals","Hot days = cold noodles <U+0001F35C>
.
.
.
.
#soba #seaweed #seaweedsalad #kimchi #vegan #vegetarian #coldnoodles #asianfood #japanese #korean #comfortfood #asiancomfortfood @ Waldwick, New Jersey https://t.co/MV2yPKqtPe","RkyMtnNaturalsTweets",2,"","","NA NA NA NA NA NA NA NA","soba seaweed seaweedsalad kimchi vegan vegetarian coldnoodles asianfood japanese","NA NA","NA NA"
"Rishikesh, Uttarakhand, India",,,"6/27/2020 10:15","salutethebeard","Watch the short clip above &amp; full version at https://t.co/qyIw4N8us6 to see the single most important decision you can make to protect &amp; preserve our #water . #Waterislife we must protect it!

#SDGs #sdg6 #GlobalGoals #savewater #vegan #GoVegan #veganism @vegan @TheVeganSociety","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Toulouse, France",,,"6/23/2020 8:56","marionjnj","""More #Vegan food, a shorter working week, lower speed limit and #no #domestic #flights. That's how #France can reduce its #carbonfootprint,"" a citizen climate panel suggests @gouvernementFR.

We should adopt #greener options to move for #short distances. 
https://t.co/TjYwP0CfWx","Twitter for iPhone",4,"","","NA NA NA NA NA NA NA NA","Vegan no domestic flights France","NA NA","NA NA"
"Queens, NY 11357",,,"6/25/2020 16:13","413714","Now I'm convinced that cats are liquid

#AdoptDontShop #Veganuary #GoVegan #vegan #cats #catsoftwitter #caturday #USA #weekend #uk #animals #pets #catsofinstagram #dogs https://t.co/J52PshzyjX","Twitter for Android",290,"","","NA NA NA NA NA NA NA NA","AdoptDontShop Veganuary GoVegan vegan cats catsoftwitter caturday USA","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/25/2020 13:32","researchmrx",".@chefani_ shows us how to make fabulous #plantbased #vegan ranch dressing - watch: https://t.co/wHeT1Tq5hB. You can find the #recipe here: https://t.co/KCQaA5FiuH.

#HealthyFood #HealthyLife #HealthyLiving #veganrecipes #veganfood #goodfood #foodies #kids #easyrecipes","drobapi",3,"","","NA NA NA NA NA NA NA NA","plantbased vegan","NA NA","NA NA"
"Albany, GA",,,"6/25/2020 20:38","JessicaWilkes10","RAW PASSION Flea Tick Mosquito Repellent | Natural Canine NON-toxic Mist 50/100ml https://t.co/kdXWqIpyqn #chemical free #CrueltyFree #RawPassionUk #Menfriendly #Moisturising #Vegan #Caninecare #Etsy #skinfood #Organic #Fly https://t.co/vURacpQIcP","Twitter Web App",1,"","","NA NA NA NA NA NA NA NA","chemical","NA NA","NA NA"
"",,,"6/24/2020 11:20","feedingmyfamily","ItÃ¢â‚¬â„¢s a risk IÃ¢â‚¬â„¢m willing to take because IÃ¢â‚¬â„¢ll taste DELICIOUS. WhoÃ¢â‚¬â„¢s with me? <U+0001F34C> <U+0001F35E> (ps, my plant-based banana bread recipe is over on the blog) #laurenloves #bananabread #plantbasedrecipes #vegan #baking #easyrecipes  https://t.co/RFPhSOhonv via @pinterest https://t.co/mqjnkzOXec","feedingmyfamily",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"San Francisco, CA",,,"6/22/2020 23:30","LohasTopStories","What it's like Living on a Plant-Based Diet for 1 Month #vegan https://t.co/eP9Bcgu86m","Qureet Leads",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Manchester",,,"6/27/2020 12:55","toria_burton","When we object to ""animal abuse,"" we imply that there is some animal use that is not abusive. All use is exploitation. All exploitation is wrong. All exploitation is abusive. Please go #vegan. If animals matter at all morally, we cannot justify eating, wearing, or using animals.","Twitter Web App",21,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"United States",,,"6/28/2020 18:40","VeganPoet","Veganism extends to animals used for food, clothing, products &amp; practices like circuses, zoos, animals used for entertainment, &amp; experimentation. It extends beyond diet. It includes all animals harmed, &amp; violently assaulted at the hands of humans. #veganism #Vegan #AnimalRights https://t.co/IV6YgBd5Xu","Twitter Web App",138,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/25/2020 15:23","LauraFoodBev","Fazer has developed two new #chocolate bars, one which is #plantbased and #vegan-friendly, and another which is made with xylitol and contains no added sugar
https://t.co/bBY6yLXht7 https://t.co/CFk15ZRGV6","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","chocolate plantbased vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"United States",,,"6/25/2020 21:03","CajunCatsup","Don't forget to join our fun GIVEAWAY !

Follow the link to join: https://t.co/NZTHLd1e6e 

#giveaway #competitiontime #thaicurry #foodies #food #curry #thaifood  #thaicuisine #fun #giveaways #cooking #cook #homecooking #vegan #veganfood #vegancurry https://t.co/q7qhfWyU69","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","giveaway competitiontime","NA NA","NA NA"
"Please no DM. Chester, UK",,,"6/25/2020 8:42","geoffnelder","This crazy #vegan finally penned a surreal #sciencefiction. SUPPOSE WE crashed on a planet but natives so advanced they ignore the humans. Ã¢â‚¬Å“Original mouth agape conceptsÃ¢â‚¬Â Non-vegans praise it in 5* reviews!
#firstcontact #scencefiction #ScifiRTG
https://t.co/ZFMb8S0kia https://t.co/0EgHg3r7ci","Twitter Web App",8,"","","NA NA NA NA NA NA NA NA","vegan sciencefiction","NA NA","NA NA"
"Maine, USA",,,"6/22/2020 13:46","Antinatalister","""u almost never go out anymore. why not?""

i don't like being around ppl, bc i can't stand the vast majority of them

#GoVegan #childfree #Vegan #atheist #antinatalism https://t.co/DJG7oTP4i8","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Chicago, IL",,,"6/20/2020 14:33","TonyOnFood","My homegrown strawberries are coming on a treat, I'm eyeing them up with each passing day lol
#SaturdayMorning #healthy #strawberry #plantbased #vegan #juicy #Homegrown #GrowYourOwn #summer #fruit https://t.co/GhmaTsaLdY","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","SaturdayMorning healthy","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/22/2020 3:59","researchmrx","thank you theheartyhooligan for making this delicious cake for Sean and his team <U+0001F929><U+2063>
Ã¢â‚¬Â¢<U+2063>
Ã¢â‚¬Â¢<U+2063>
#hamont #fathersday #bestdadever #doublevanilla #vegan #loveyourcakes  #tampa #tampabaylightning @ Hamilton, Ontario https://t.co/dth8EBKTar","drobapi",2,"","","NA NA NA NA NA NA NA NA","hamont fathersday","NA NA","NA NA"
"New Jersey",,,"6/25/2020 14:08","researchmrx","How gorgeous is this? One of our lovely customers has given us her GrandmaÃ¢â‚¬â„¢s tea set. Thank you. We can promise that it will be loved &amp; admired in our tea room. Roll on July 4th! #afternoontea #foodforeveryone #veganÃ¢â‚¬Â¦ https://t.co/zb2JlFDTRk","drobapi",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Earth, Berlin",,,"6/28/2020 11:28","stschultze","Heard <U+0001F603>them? #BEAUTIFUL cover of @ThomasRhettÃ‚Â´s

IF LIFE IS A #MOVIE, THIS should b in YOUR #soundtrack:

BE A LIGHT<U+0001F4AB><U+25B6><U+FE0F> https://t.co/WK8q9xBgmS

#Masterpiece by @MaddiesTunes &amp; friends @MadilynPaige_ @TheBriRay #YahoshBonner! #blacklifesmatter #onelove #vegan #socent #rmx #news https://t.co/yglp05FByp","Twitter Web App",6,"","","NA NA NA NA NA NA NA NA","BEAUTIFUL MOVIE soundtrack","NA NA","NA NA"
"Earth, Berlin",,,"6/28/2020 11:49","stschultze","Heard<U+0001F603>her? @LEIOmusic supports @HelpThemHelpUs_
4 UK #NHS #corona frontline workers w @juniordrblog

Try her stunning #kissme #SixpenceNonTheRicher cover
<U+0001F3B5><U+0001F31F><U+0001F502><U+2AF8>https://t.co/ZeRHfisjSo

@ytsingers @CoverandRemix #movie #soundtrack #vegan @radioeins #tech #gym #workout #dj #news https://t.co/XEJ5XXKdrD","Twitter Web App",6,"","","NA NA NA NA NA NA NA NA","NHS corona","NA NA","NA NA"
"Cheltenham, England",,,"6/22/2020 18:30","TidalDirect","Happy to announce that Shokoladi Malvern bean to bar chocolates and bean to bonbons will be sold in a beautiful cafe / restaurant very soon. #numonday #WorcestershireHour #malvern #Vegan #beantobar #beantobonbon #shokoladimalvern #Vegan #glutenfree #soyafree #artisan #chocolates https://t.co/EoWyRArZzp","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Maryland, USA",,,"6/22/2020 10:19","AnneAnnapolis","You cannot live a nonviolent life as long as you are consuming violence. Please consider... - Gary Francione #vegan https://t.co/0JxY9KYC9X","Twitter for iPhone",4,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"New Jersey",,,"6/21/2020 6:20","researchmrx","Everything you need is in a plant based diet.

Don't believe all the bullshit you read.

#healthygang #healingisgangster #holistichealing  #detox #weightloss #Diet #dieting #Vegan #plantbased  #alkaline #health #healthy #damastersman #protein","drobapi",2,"","","NA NA NA NA NA NA NA NA","healthygang healingisgangster","NA NA","NA NA"
"Maryland, USA",,,"6/27/2020 1:26","AnneAnnapolis","Of all the creatures, man is the most detestable. Of the entire brood, he's the one that... - Mark Twain #vegan https://t.co/tDxmJEyXTZ","Twitter for iPhone",5,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"",,,"6/24/2020 9:44","VeganBot1","Vegin Out

#vegan #plantbased #veganfood #vegetarian #crueltyfree #healthyfood #food #glutenfree #healthy #organic #govegan #foodporn #foodie #veganlife #vegansofig #healthylifestyle #love #veganrecipes #whatveganseat #vegano #veganism #instafood #fitness #veganfoodshare #natural https://t.co/4XmJUoY4Ah","Vegan On the Wall",2,"","","NA NA NA NA NA NA NA NA","vegan plantbased veganfood vegetarian crueltyfree healthyfood food glutenfree healthy organic govegan","NA NA","NA NA"
"",,,"6/22/2020 23:52","LightspeedSteps","The conventional view serves to protect us from the painful job of thinking. - John Kenneth Galbraith #vegan https://t.co/PxKjYbiOdF","Twitter Web App",7,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"",,,"6/20/2020 23:48","jimrockfordatSH","Market Movers: Else Nutrition 

Via @crowkneecapital 

$BABY $BYND #food #foodstocks #vegan #finance #marketmovers 
https://t.co/psyKDVpiME via @TheDeepDive_ca","Twitter for iPhone",5,"","","NA NA NA NA NA NA NA NA","food foodstocks vegan finance marketmovers","NA NA","NA NA"
"Maryland, USA",,,"6/24/2020 21:56","plantsAndSun","A Quick &amp; Easy White Bean Salad that's perfect for lunch! {ad} Veggie Inspired @So_Delicious https://t.co/YHCMdn6v6H #vegan #lunchtime #glutenfree #dairyfree https://t.co/nhjbHVelba","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Georgia, USA",,,"6/25/2020 5:00","KetogenicCode","START YOUR DAY w/ Daily #Advice #Tips #Support &amp; More
https://t.co/CjeoX0imrS

#comedy #funny #humor #comics #lol #art #beauty #news #workout #inspiration #fitness #motivation #vegan #joy #free #happy #writing #life #ThursdayThoughts #ThursdayMorning #ThursdayMotivation #online https://t.co/aXOgDkgIIl","Keto Twitter",2,"","","NA NA NA NA NA NA NA NA","Advice Tips Support comedy funny humor comics lol art","NA NA","NA NA"
"",,,"6/21/2020 19:05","christinacooks","@christinacooks Placed my 1st order today- after I saw those pix how could I not <U+0001F331><U+0001F60A> #Vegan #ChristinaCooks #veganbaking","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","Vegan ChristinaCooks veganbaking","NA NA","NA NA"
"New Jersey",,,"6/27/2020 15:00","researchmrx","New Recipe today!! <U+0001F34C><U+0001F34C> vegan banana muffins recipe: soft Ã¢â‚¬Ëœn moist vegan banana bread muffins with a satisfying texture and big #banana flavor! #vegan, #dairyfree, #glutenfree. <U+0001F495>
RECIPE -&gt; <U+2800>
https://t.co/KoTR1pEm9H https://t.co/k00uD98a0b","drobapi",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/24/2020 19:39","fett1111","#roasted #white #sesame #jaggery #sweet #balls #glutenfree #vegan 
Recipe Link : https://t.co/B0t0kf9BZN","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","roasted white sesame jaggery sweet balls glutenfree vegan","NA NA","NA NA"
"Maryland, USA",,,"6/22/2020 22:41","plantsAndSun","We love roasting chickpeas for that crunchy texture<U+0001F60D> Use any flavour; salt and vinegar, Mexican spices, Indian curry spice... <U+0001F60B>

https://t.co/2iQIKRfpoz

#plantbasedsnack #roastedchickpea #roastedchickpeas #highproteinsnack #spicysnack #chickpearecipe #plantbasedprotein #vegan https://t.co/0ErOdW8ZqQ","Twitter for iPhone",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
